"e","# coding=utf-8
# This is a sample Python script.

# Press ⌃R to execute it or replace it with your code.
# Press Double ⇧ to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press ⌘F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","15942","main.py","1.1.2 for 2021-2022 @t1","17"
"e","","# coding=utf-8
# This is a sample Python script.

# Press ⌃R to execute it or replace it with your code.
# Press Double ⇧ to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press ⌘F8 to toggle the breakpoint.
"e","
","","64","4065280","main.py","1.1.2 for 2021-2022 @t1","3"
"e","#","","65","4067140","main.py","1.1.2 for 2021-2022 @t1","3"
"k","#",,"66","4067147","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","66","4067190","main.py","1.1.2 for 2021-2022 @t1","3"
"k"," ",,"67","4067194","main.py","1.1.2 for 2021-2022 @t1","3"
"e","T","","67","4067446","main.py","1.1.2 for 2021-2022 @t1","3"
"k","T",,"68","4067451","main.py","1.1.2 for 2021-2022 @t1","3"
"e","h","","68","4067596","main.py","1.1.2 for 2021-2022 @t1","3"
"k","h",,"69","4067605","main.py","1.1.2 for 2021-2022 @t1","3"
"e","i","","69","4067610","main.py","1.1.2 for 2021-2022 @t1","3"
"k","i",,"70","4067615","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","70","4067645","main.py","1.1.2 for 2021-2022 @t1","3"
"e",""," ","70","4067652","main.py","1.1.2 for 2021-2022 @t1","3"
"e","s","","70","4067653","main.py","1.1.2 for 2021-2022 @t1","3"
"k","s",,"71","4067657","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","71","4067668","main.py","1.1.2 for 2021-2022 @t1","3"
"e",""," ","71","4067726","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","71","4067746","main.py","1.1.2 for 2021-2022 @t1","3"
"k"," ",,"72","4067750","main.py","1.1.2 for 2021-2022 @t1","3"
"e","i","","72","4067867","main.py","1.1.2 for 2021-2022 @t1","3"
"k","i",,"73","4067874","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","73","4067885","main.py","1.1.2 for 2021-2022 @t1","3"
"e",""," ","73","4067952","main.py","1.1.2 for 2021-2022 @t1","3"
"e","s","","73","4067953","main.py","1.1.2 for 2021-2022 @t1","3"
"k","s",,"74","4067957","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","74","4068043","main.py","1.1.2 for 2021-2022 @t1","3"
"k"," ",,"75","4068048","main.py","1.1.2 for 2021-2022 @t1","3"
"e","a","","75","4068166","main.py","1.1.2 for 2021-2022 @t1","3"
"k","a",,"76","4068170","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","76","4068181","main.py","1.1.2 for 2021-2022 @t1","3"
"k"," ",,"77","4068284","main.py","1.1.2 for 2021-2022 @t1","3"
"e","c","","77","4068399","main.py","1.1.2 for 2021-2022 @t1","3"
"k","c",,"78","4068405","main.py","1.1.2 for 2021-2022 @t1","3"
"e"," ","","78","4068418","main.py","1.1.2 for 2021-2022 @t1","3"
"e",""," ","78","4068492","main.py","1.1.2 for 2021-2022 @t1","3"
"e","o","","78","4068493","main.py","1.1.2 for 2021-2022 @t1","3"
"k","o",,"79","4068497","main.py","1.1.2 for 2021-2022 @t1","3"
"e","m","","79","4068548","main.py","1.1.2 for 2021-2022 @t1","3"
"k","m",,"80","4068552","main.py","1.1.2 for 2021-2022 @t1","3"
